Day,Month,Year,Flowrate
5,12,1970,321.3
6,12,1970,312.6
7,12,1970,274.5
8,12,1970,246.5
9,12,1970,241
10,12,1970,225.6
11,12,1970,205
12,12,1970,181.5
13,12,1970,161.2
14,12,1970,182.3
15,12,1970,160.5
16,12,1970,154.5
17,12,1970,160.5
18,12,1970,143.4
19,12,1970,164.9
20,12,1970,161.9
21,12,1970,148
22,12,1970,138
23,12,1970,146.1
24,12,1970,132.8
25,12,1970,119.5
26,12,1970,111
27,12,1970,101.4
28,12,1970,102.1
29,12,1970,110.2
30,12,1970,112.9
31,12,1970,121
1,1,1971,79.12
2,1,1971,77.93
3,1,1971,88.49
4,1,1971,83.4
5,1,1971,101.4
6,1,1971,102.1
7,1,1971,405.1
8,1,1971,312.6
9,1,1971,489.8
10,1,1971,407.8
11,1,1971,310.5
12,1,1971,265.6
13,1,1971,225.6
14,1,1971,200
15,1,1971,184.7
16,1,1971,169.3
17,1,1971,155.5
18,1,1971,177.7
19,1,1971,239.1
20,1,1971,216.9
21,1,1971,349.3
22,1,1971,287.5
23,1,1971,293.7
24,1,1971,341.2
25,1,1971,400.4
26,1,1971,341.2
27,1,1971,354.9
28,1,1971,357.2
29,1,1971,313.7
30,1,1971,269.5
31,1,1971,222.1
1,2,1971,220.4
2,2,1971,219.5
3,2,1971,276.4
4,2,1971,201.6
5,2,1971,183.9
6,2,1971,170.8
7,2,1971,159.8
8,2,1971,161.2
9,2,1971,162.7
10,2,1971,162.7
11,2,1971,162.7
12,2,1971,232.1
13,2,1971,282.5
14,2,1971,241.9
15,2,1971,246.5
16,2,1971,200
17,2,1971,186.3
18,2,1971,181.5
19,2,1971,175.4
20,2,1971,239.1
21,2,1971,238.2
22,2,1971,205
23,2,1971,200.8
24,2,1971,203.3
25,2,1971,203.3
26,2,1971,199.2
27,2,1971,172.3
28,2,1971,170.8
1,3,1971,182.3
2,3,1971,180
3,3,1971,179.2
4,3,1971,159
5,3,1971,183.1
6,3,1971,195.1
7,3,1971,181.5
8,3,1971,159
9,3,1971,136.3
10,3,1971,135.4
11,3,1971,137.1
12,3,1971,148.9
13,3,1971,157.6
14,3,1971,131.1
15,3,1971,137.1
16,3,1971,131.1
17,3,1971,125.2
18,3,1971,118.7
19,3,1971,122.8
20,3,1971,123.6
21,3,1971,102.8
22,3,1971,103.6
23,3,1971,102.8
24,3,1971,122.8
25,3,1971,122.8
26,3,1971,110.2
27,3,1971,99.29
28,3,1971,97.89
29,3,1971,121.1
30,3,1971,137.1
31,3,1971,135.4
1,4,1971,116.4
2,4,1971,110.2
3,4,1971,85.28
4,4,1971,85.28
5,4,1971,102.8
6,4,1971,97.2
7,4,1971,93.11
8,4,1971,85.28
9,4,1971,75.58
10,4,1971,69.36
11,4,1971,63
12,4,1971,61.48
13,4,1971,58.99
14,4,1971,57.53
15,4,1971,58.02
16,4,1971,57.05
17,4,1971,53.31
18,4,1971,69.91
19,4,1971,71.02
20,4,1971,75
21,4,1971,72.14
22,4,1971,67.73
23,4,1971,219.9
24,4,1971,291.2
25,4,1971,163.4
26,4,1971,146.1
27,4,1971,102.8
28,4,1971,96.51
29,4,1971,92.44
30,4,1971,87.84
1,5,1971,72.71
2,5,1971,66.13
3,5,1971,63
4,5,1971,59.48
5,5,1971,60.47
6,5,1971,58.99
7,5,1971,74.42
8,5,1971,74.42
9,5,1971,65.6
10,5,1971,60.47
11,5,1971,56.1
12,5,1971,52.86
13,5,1971,48.88
14,5,1971,46.76
15,5,1971,45.93
16,5,1971,46.34
17,5,1971,47.6
18,5,1971,49.74
19,5,1971,47.18
20,5,1971,46.76
21,5,1971,50.18
22,5,1971,48.02
23,5,1971,79.28
24,5,1971,135.4
25,5,1971,87.2
26,5,1971,71.58
27,5,1971,78.52
28,5,1971,76.75
29,5,1971,73.27
30,5,1971,99.28
31,5,1971,158.3
1,6,1971,126.1
2,6,1971,86.55
3,6,1971,76.16
4,6,1971,75
5,6,1971,72.71
6,6,1971,68.82
7,6,1971,69.91
8,6,1971,67.2
9,6,1971,79.12
10,6,1971,82.16
11,6,1971,68.82
12,6,1971,63
13,6,1971,51.95
14,6,1971,51.95
15,6,1971,49.31
16,6,1971,48.88
17,6,1971,50.62
18,6,1971,48.45
19,6,1971,45.11
20,6,1971,47.18
21,6,1971,49.74
22,6,1971,51.06
23,6,1971,45.11
24,6,1971,45.11
25,6,1971,48.88
26,6,1971,57.05
27,6,1971,64.03
28,6,1971,66.66
29,6,1971,55.16
30,6,1971,53.31
1,7,1971,52.86
2,7,1971,51.95
3,7,1971,53.77
4,7,1971,85.28
5,7,1971,79.12
6,7,1971,61.98
7,7,1971,53.77
8,7,1971,50.18
9,7,1971,47.18
10,7,1971,47.18
11,7,1971,44.71
12,7,1971,41.94
13,7,1971,40.79
14,7,1971,39.29
15,7,1971,37.83
16,7,1971,37.83
17,7,1971,37.47
18,7,1971,37.11
19,7,1971,36.76
20,7,1971,36.41
21,7,1971,37.83
22,7,1971,39.29
23,7,1971,45.11
24,7,1971,111.7
25,7,1971,128.6
26,7,1971,104.3
27,7,1971,74.42
28,7,1971,67.73
29,7,1971,56.57
30,7,1971,50.62
31,7,1971,61.98
1,8,1971,74.42
2,8,1971,66.66
3,8,1971,62.49
4,8,1971,65.6
5,8,1971,94.46
6,8,1971,137.1
7,8,1971,107.2
8,8,1971,104.3
9,8,1971,86.55
10,8,1971,75
11,8,1971,67.2
12,8,1971,64.55
13,8,1971,66.13
14,8,1971,63.51
15,8,1971,56.1
16,8,1971,55.16
17,8,1971,50.18
18,8,1971,47.6
19,8,1971,45.52
20,8,1971,44.71
21,8,1971,43.9
22,8,1971,43.5
23,8,1971,43.5
24,8,1971,43.9
25,8,1971,43.9
26,8,1971,42.71
27,8,1971,43.5
28,8,1971,51.95
29,8,1971,52.4
30,8,1971,50.62
31,8,1971,53.77
1,9,1971,86.55
2,9,1971,84.02
3,9,1971,84.65
4,9,1971,76.16
5,9,1971,67.73
6,9,1971,59.98
7,9,1971,56.57
8,9,1971,52.86
9,9,1971,49.74
10,9,1971,45.93
11,9,1971,45.11
12,9,1971,41.17
13,9,1971,39.66
14,9,1971,40.41
15,9,1971,43.5
16,9,1971,42.32
17,9,1971,41.17
18,9,1971,40.79
19,9,1971,39.66
20,9,1971,38.19
21,9,1971,39.66
22,9,1971,39.66
23,9,1971,40.79
24,9,1971,43.5
25,9,1971,42.71
26,9,1971,39.66
27,9,1971,50.18
28,9,1971,47.18
29,9,1971,48.45
30,9,1971,46.76
1,10,1971,46.76
2,10,1971,45.93
3,10,1971,44.71
4,10,1971,42.71
5,10,1971,41.55
6,10,1971,41.94
7,10,1971,48.88
8,10,1971,51.06
9,10,1971,51.95
10,10,1971,74.42
11,10,1971,138.9
12,10,1971,118.7
13,10,1971,108.7
14,10,1971,93.11
15,10,1971,107.2
16,10,1971,173.8
17,10,1971,228.2
18,10,1971,255
19,10,1971,335.1
20,10,1971,332.3
21,10,1971,466.4
22,10,1971,449.1
23,10,1971,370.1
24,10,1971,322.4
25,10,1971,260.8
26,10,1971,230.1
27,10,1971,197.6
28,10,1971,163.4
29,10,1971,143.4
30,10,1971,143.4
31,10,1971,138
1,11,1971,136.3
2,11,1971,153.6
3,11,1971,148.9
4,11,1971,187.8
5,11,1971,205.8
6,11,1971,206.7
7,11,1971,189.4
8,11,1971,204.1
9,11,1971,192.3
10,11,1971,174.6
11,11,1971,167.8
12,11,1971,164.9
13,11,1971,132.8
14,11,1971,121.1
15,11,1971,128.6
16,11,1971,144.3
17,11,1971,131.1
18,11,1971,128.6
19,11,1971,122.8
20,11,1971,104.3
21,11,1971,92.44
22,11,1971,116.4
23,11,1971,149.8
24,11,1971,130.6
25,11,1971,261.9
26,11,1971,205
27,11,1971,181.5
28,11,1971,162.8
29,11,1971,154.5
30,11,1971,160.5
1,12,1971,156.2
2,12,1971,149.8
3,12,1971,150.8
4,12,1971,156.2
5,12,1971,122
6,12,1971,122
7,12,1971,127.7
8,12,1971,115.6
9,12,1971,120.3
10,12,1971,119.5
11,12,1971,107.2
12,12,1971,102.1
13,12,1971,126.1
14,12,1971,202.7
15,12,1971,234.6
16,12,1971,195.9
17,12,1971,186.3
18,12,1971,159
19,12,1971,332.3
20,12,1971,395.4
21,12,1971,430.5
22,12,1971,376.1
23,12,1971,330.1
24,12,1971,348
25,12,1971,297.8
26,12,1971,260.8
27,12,1971,250.3
28,12,1971,233.7
29,12,1971,216
30,12,1971,201.6
31,12,1971,189.4
1,1,1972,147
2,1,1972,138
3,1,1972,138
4,1,1972,141.6
5,1,1972,144.3
6,1,1972,137.1
7,1,1972,127.7
8,1,1972,133.7
9,1,1972,244.7
10,1,1972,257.9
11,1,1972,476
12,1,1972,499.7
13,1,1972,404.1
14,1,1972,519
15,1,1972,368.9
16,1,1972,422.1
17,1,1972,526.9
18,1,1972,391.8
19,1,1972,371.3
20,1,1972,316.9
21,1,1972,283.5
22,1,1972,301
23,1,1972,614.2
24,1,1972,459.7
25,1,1972,343.5
26,1,1972,335.6
27,1,1972,309.4
28,1,1972,285.5
29,1,1972,261.7
30,1,1972,225.6
31,1,1972,210.9
1,2,1972,202.5
2,2,1972,241
3,2,1972,352.6
4,2,1972,304.1
5,2,1972,260.8
6,2,1972,305.2
7,2,1972,286.5
8,2,1972,249.3
9,2,1972,255
10,2,1972,235.5
11,2,1972,226.5
12,2,1972,195.9
13,2,1972,192.6
14,2,1972,202.5
15,2,1972,204.1
16,2,1972,246.4
17,2,1972,242.8
18,2,1972,200.9
19,2,1972,176.9
20,2,1972,177.7
21,2,1972,160.5
22,2,1972,148.9
23,2,1972,135.4
24,2,1972,149.7
25,2,1972,140.7
26,2,1972,140.7
27,2,1972,132.8
28,2,1972,161.2
29,2,1972,189.4
1,3,1972,176.9
2,3,1972,167.8
3,3,1972,225.2
4,3,1972,191
5,3,1972,162.7
6,3,1972,167.1
7,3,1972,193.5
8,3,1972,167.1
9,3,1972,156.9
10,3,1972,148
11,3,1972,129.4
12,3,1972,111.7
13,3,1972,111.7
14,3,1972,101.4
15,3,1972,106.5
16,3,1972,115.6
17,3,1972,160.5
18,3,1972,150.8
19,3,1972,156.9
20,3,1972,176.9
21,3,1972,167.8
22,3,1972,197.5
23,3,1972,209.2
24,3,1972,200
25,3,1972,166.3
26,3,1972,136.3
27,3,1972,137.1
28,3,1972,131.9
29,3,1972,130.2
30,3,1972,132.8
31,3,1972,138
1,4,1972,163.4
2,4,1972,254
3,4,1972,256
4,4,1972,260.8
5,4,1972,226.5
6,4,1972,222.1
7,4,1972,213.4
8,4,1972,197.5
9,4,1972,190.2
10,4,1972,203.3
11,4,1972,193.5
12,4,1972,187
13,4,1972,173.1
14,4,1972,166.3
15,4,1972,159.8
16,4,1972,148.9
17,4,1972,168.6
18,4,1972,164.9
19,4,1972,147
20,4,1972,139.8
21,4,1972,128.6
22,4,1972,111
23,4,1972,95.14
24,4,1972,87.84
25,4,1972,91.77
26,4,1972,90.45
27,4,1972,80.94
28,4,1972,79.12
29,4,1972,110.2
30,4,1972,151.7
1,5,1972,159.8
2,5,1972,159
3,5,1972,146.1
4,5,1972,160.5
5,5,1972,159.8
6,5,1972,129.4
7,5,1972,148
8,5,1972,182.6
9,5,1972,210.9
10,5,1972,166.3
11,5,1972,167.1
12,5,1972,275.2
13,5,1972,180
14,5,1972,159.8
15,5,1972,143.4
16,5,1972,115.6
17,5,1972,104.3
18,5,1972,102.1
19,5,1972,100.7
20,5,1972,92.44
21,5,1972,82.16
22,5,1972,87.84
23,5,1972,87.2
24,5,1972,89.14
25,5,1972,131.9
26,5,1972,381.4
27,5,1972,266.6
28,5,1972,213.4
29,5,1972,254.5
30,5,1972,256.9
31,5,1972,207.5
1,6,1972,202.5
2,6,1972,200.8
3,6,1972,202.5
4,6,1972,197.5
5,6,1972,223
6,6,1972,210
7,6,1972,195.1
8,6,1972,198.3
9,6,1972,200.8
10,6,1972,160.5
11,6,1972,159
12,6,1972,174.6
13,6,1972,173.8
14,6,1972,150.8
15,6,1972,138
16,6,1972,131.9
17,6,1972,134.5
18,6,1972,151.7
19,6,1972,138.9
20,6,1972,130.2
21,6,1972,156.2
22,6,1972,156.2
23,6,1972,150.8
24,6,1972,148.9
25,6,1972,135.4
26,6,1972,129.4
27,6,1972,130.2
28,6,1972,134.5
29,6,1972,124.4
30,6,1972,124.4
1,7,1972,122.8
2,7,1972,117.2
3,7,1972,113.3
4,7,1972,118
5,7,1972,97.2
6,7,1972,91.77
7,7,1972,91.77
8,7,1972,88.49
9,7,1972,84.65
10,7,1972,83.4
11,7,1972,87.2
12,7,1972,79.12
13,7,1972,79.72
14,7,1972,69.91
15,7,1972,66.13
16,7,1972,63.51
17,7,1972,61.48
18,7,1972,57.05
19,7,1972,54.69
20,7,1972,50.18
21,7,1972,51.51
22,7,1972,50.62
23,7,1972,49.74
24,7,1972,117.8
25,7,1972,136.3
26,7,1972,85.92
27,7,1972,72.14
28,7,1972,63
29,7,1972,58.99
30,7,1972,57.53
31,7,1972,63.51
1,8,1972,80.94
2,8,1972,72.71
3,8,1972,58.02
4,8,1972,57.53
5,8,1972,69.91
6,8,1972,67.2
7,8,1972,97.89
8,8,1972,198.2
9,8,1972,183.1
10,8,1972,128.6
11,8,1972,101.4
12,8,1972,78.52
13,8,1972,71.58
14,8,1972,66.13
15,8,1972,61.98
16,8,1972,58.99
17,8,1972,64.03
18,8,1972,63
19,8,1972,64.03
20,8,1972,61.98
21,8,1972,61.98
22,8,1972,61.48
23,8,1972,60.47
24,8,1972,64.55
25,8,1972,66.13
26,8,1972,54.69
27,8,1972,52.86
28,8,1972,51.95
29,8,1972,51.95
30,8,1972,45.52
31,8,1972,44.71
1,9,1972,43.5
2,9,1972,41.17
3,9,1972,38.92
4,9,1972,41.55
5,9,1972,45.52
6,9,1972,52.4
7,9,1972,54.69
8,9,1972,53.31
9,9,1972,40.79
10,9,1972,39.29
11,9,1972,41.17
12,9,1972,41.55
13,9,1972,43.9
14,9,1972,43.5
15,9,1972,44.3
16,9,1972,43.5
17,9,1972,41.55
18,9,1972,41.17
19,9,1972,41.55
20,9,1972,43.9
21,9,1972,48.02
22,9,1972,45.93
23,9,1972,43.5
24,9,1972,42.32
25,9,1972,41.55
26,9,1972,41.17
27,9,1972,45.93
28,9,1972,58.5
29,9,1972,64.03
30,9,1972,53.31
1,10,1972,42.71
2,10,1972,41.94
3,10,1972,56.1
4,10,1972,40.03
5,10,1972,40.41
6,10,1972,39.29
7,10,1972,38.19
8,10,1972,36.76
9,10,1972,37.11
10,10,1972,37.47
11,10,1972,37.47
12,10,1972,37.47
13,10,1972,36.76
14,10,1972,36.41
15,10,1972,36.06
16,10,1972,35.71
17,10,1972,35.36
18,10,1972,34.68
19,10,1972,34
20,10,1972,33.34
21,10,1972,32.69
22,10,1972,32.69
23,10,1972,32.04
24,10,1972,31.72
25,10,1972,32.04
26,10,1972,38.19
27,10,1972,38.19
28,10,1972,37.83
29,10,1972,43.5
30,10,1972,84.75
31,10,1972,59.48
1,11,1972,53.77
2,11,1972,55.63
3,11,1972,51.95
4,11,1972,49.74
5,11,1972,47.6
6,11,1972,45.93
7,11,1972,44.71
8,11,1972,43.5
9,11,1972,104.5
10,11,1972,124.4
11,11,1972,104.5
12,11,1972,95.14
13,11,1972,89.79
14,11,1972,81.55
15,11,1972,62.73
16,11,1972,56.57
17,11,1972,53.77
18,11,1972,51.06
19,11,1972,55.16
20,11,1972,69.91
21,11,1972,73.27
22,11,1972,69.91
23,11,1972,67.73
24,11,1972,60.47
25,11,1972,54.23
26,11,1972,64.55
27,11,1972,180.3
28,11,1972,249.4
29,11,1972,269.8
30,11,1972,243.3
1,12,1972,315.4
2,12,1972,295.8
3,12,1972,237.3
4,12,1972,286.4
5,12,1972,321.3
6,12,1972,280.2
7,12,1972,238.2
8,12,1972,210
9,12,1972,164.9
10,12,1972,180
11,12,1972,222.1
12,12,1972,307.3
13,12,1972,434.6
14,12,1972,454.1
15,12,1972,443.8
16,12,1972,308.4
17,12,1972,278.4
18,12,1972,242.8
19,12,1972,218.6
20,12,1972,211.7
21,12,1972,195.1
22,12,1972,179.2
23,12,1972,157.6
24,12,1972,129.4
25,12,1972,111.7
26,12,1972,168.6
27,12,1972,238.2
28,12,1972,319.1
29,12,1972,202.5
30,12,1972,173.8
31,12,1972,183.1
1,1,1973,174.6
2,1,1973,227.4
3,1,1973,217.8
4,1,1973,202.5
5,1,1973,195.9
6,1,1973,152.7
7,1,1973,144.3
8,1,1973,167.8
9,1,1973,126.9
10,1,1973,126.9
11,1,1973,126.1
12,1,1973,134.5
13,1,1973,116.4
14,1,1973,119.5
15,1,1973,163.4
16,1,1973,180.8
17,1,1973,156.2
18,1,1973,127.7
19,1,1973,126.9
20,1,1973,126.9
21,1,1973,144.3
22,1,1973,137.1
23,1,1973,138.9
24,1,1973,330.1
25,1,1973,370.2
26,1,1973,315.9
27,1,1973,265.6
28,1,1973,231
29,1,1973,224.8
30,1,1973,226.5
31,1,1973,210.9
1,2,1973,195.9
2,2,1973,195.1
3,2,1973,157.6
4,2,1973,150.8
5,2,1973,173.1
6,2,1973,203.3
7,2,1973,212.6
8,2,1973,202.5
9,2,1973,176.9
10,2,1973,158.3
11,2,1973,164.9
12,2,1973,207.5
13,2,1973,196.7
14,2,1973,187
15,2,1973,175.4
16,2,1973,163.4
17,2,1973,145.2
18,2,1973,148
19,2,1973,205.8
20,2,1973,185.5
21,2,1973,167.1
22,2,1973,155.5
23,2,1973,144.3
24,2,1973,148.9
25,2,1973,141.6
26,2,1973,128.6
27,2,1973,127.7
28,2,1973,121.1
1,3,1973,129.4
2,3,1973,159
3,3,1973,199.3
4,3,1973,159
5,3,1973,159
6,3,1973,145.2
7,3,1973,145.2
8,3,1973,153.6
9,3,1973,150.8
10,3,1973,116.4
11,3,1973,98.59
12,3,1973,105
13,3,1973,127.7
14,3,1973,103.6
15,3,1973,102.1
16,3,1973,101.4
17,3,1973,88.49
18,3,1973,95.82
19,3,1973,93.78
20,3,1973,81.55
21,3,1973,75
22,3,1973,63
23,3,1973,64.03
24,3,1973,64.55
25,3,1973,68.27
26,3,1973,67.2
27,3,1973,67.2
28,3,1973,68.27
29,3,1973,69.91
30,3,1973,101.4
31,3,1973,129.4
1,4,1973,155.5
2,4,1973,153.6
3,4,1973,124.4
4,4,1973,171.6
5,4,1973,199.2
6,4,1973,196.7
7,4,1973,190.2
8,4,1973,176.1
9,4,1973,166.3
10,4,1973,131.1
11,4,1973,130.2
12,4,1973,123.6
13,4,1973,121.1
14,4,1973,110.2
15,4,1973,103.6
16,4,1973,98.59
17,4,1973,97.2
18,4,1973,102.1
19,4,1973,106.5
20,4,1973,92.44
21,4,1973,93.78
22,4,1973,85.28
23,4,1973,75.58
24,4,1973,73.27
25,4,1973,68.82
26,4,1973,51.06
27,4,1973,51.51
28,4,1973,51.95
29,4,1973,55.16
30,4,1973,84.02
1,5,1973,122.8
2,5,1973,76.16
3,5,1973,68.82
4,5,1973,103.6
5,5,1973,161.9
6,5,1973,122.8
7,5,1973,132.8
8,5,1973,111.7
9,5,1973,90.45
10,5,1973,85.28
11,5,1973,109.5
12,5,1973,86.55
13,5,1973,122.8
14,5,1973,109.5
15,5,1973,95.82
16,5,1973,89.14
17,5,1973,84.02
18,5,1973,74.42
19,5,1973,63.51
20,5,1973,64.55
21,5,1973,60.47
22,5,1973,63
23,5,1973,79.12
24,5,1973,74.42
25,5,1973,85.28
26,5,1973,64.03
27,5,1973,57.05
28,5,1973,66.13
29,5,1973,63.51
30,5,1973,99.29
31,5,1973,97.2
1,6,1973,79.72
2,6,1973,64.55
3,6,1973,66.66
4,6,1973,67.2
5,6,1973,66.13
6,6,1973,66.13
7,6,1973,63
8,6,1973,57.05
9,6,1973,50.18
10,6,1973,49.74
11,6,1973,48.45
12,6,1973,54.23
13,6,1973,91.11
14,6,1973,80.94
15,6,1973,76.75
16,6,1973,72.71
17,6,1973,82.78
18,6,1973,105
19,6,1973,220.4
20,6,1973,159.8
21,6,1973,138
22,6,1973,122
23,6,1973,105.8
24,6,1973,92.44
25,6,1973,87.2
26,6,1973,81.55
27,6,1973,77.93
28,6,1973,76.16
29,6,1973,73.85
30,6,1973,69.36
1,7,1973,82.78
2,7,1973,117.2
3,7,1973,102.1
4,7,1973,88.49
5,7,1973,76.75
6,7,1973,71.02
7,7,1973,69.36
8,7,1973,66.13
9,7,1973,61.48
10,7,1973,59.48
11,7,1973,59.48
12,7,1973,59.48
13,7,1973,59.98
14,7,1973,64.55
15,7,1973,72.71
16,7,1973,65.6
17,7,1973,61.98
18,7,1973,65.6
19,7,1973,117.2
20,7,1973,135.4
21,7,1973,122.8
22,7,1973,100.7
23,7,1973,82.78
24,7,1973,78.52
25,7,1973,73.27
26,7,1973,79.72
27,7,1973,78.52
28,7,1973,66.66
29,7,1973,66.66
30,7,1973,58.5
31,7,1973,48.45
1,8,1973,46.76
2,8,1973,47.6
3,8,1973,49.31
4,8,1973,56.1
5,8,1973,77.33
6,8,1973,81.55
7,8,1973,94.46
8,8,1973,79.72
9,8,1973,93.78
10,8,1973,97.2
11,8,1973,76.75
12,8,1973,70.47
13,8,1973,67.2
14,8,1973,63.51
15,8,1973,58.02
16,8,1973,55.63
17,8,1973,54.23
18,8,1973,51.95
19,8,1973,51.51
20,8,1973,49.74
21,8,1973,48.45
22,8,1973,49.74
23,8,1973,50.18
24,8,1973,47.18
25,8,1973,45.93
26,8,1973,45.93
27,8,1973,49.31
28,8,1973,61.48
29,8,1973,47.6
30,8,1973,58.5
31,8,1973,65.6
1,9,1973,74.42
2,9,1973,76.16
3,9,1973,72.14
4,9,1973,96.51
5,9,1973,67.73
6,9,1973,70.47
7,9,1973,108.7
8,9,1973,102.1
9,9,1973,90.45
10,9,1973,95.82
11,9,1973,84.65
12,9,1973,74.42
13,9,1973,66.66
14,9,1973,64.03
15,9,1973,62.49
16,9,1973,82.16
17,9,1973,101.4
18,9,1973,99.29
19,9,1973,92.44
20,9,1973,75
21,9,1973,69.91
22,9,1973,80.33
23,9,1973,60.97
24,9,1973,61.48
25,9,1973,58.02
26,9,1973,60.47
27,9,1973,86.55
28,9,1973,159
29,9,1973,161.9
30,9,1973,144.3
1,10,1973,111
2,10,1973,88.49
3,10,1973,67.73
4,10,1973,66.66
5,10,1973,65.07
6,10,1973,60.97
7,10,1973,55.63
8,10,1973,55.16
9,10,1973,75
10,10,1973,69.91
11,10,1973,64.03
12,10,1973,60.97
13,10,1973,59.98
14,10,1973,56.57
15,10,1973,56.1
16,10,1973,53.77
17,10,1973,51.95
18,10,1973,53.77
19,10,1973,65.07
20,10,1973,95.71
21,10,1973,124.4
22,10,1973,116.4
23,10,1973,105
24,10,1973,90.45
25,10,1973,89.79
26,10,1973,77.33
27,10,1973,64.03
28,10,1973,61.48
29,10,1973,62.49
30,10,1973,67.73
31,10,1973,63.51
1,11,1973,57.05
2,11,1973,56.1
3,11,1973,54.23
4,11,1973,92.44
5,11,1973,159.8
6,11,1973,111
7,11,1973,96.51
8,11,1973,139.8
9,11,1973,170.8
10,11,1973,135.4
11,11,1973,127.7
12,11,1973,229.5
13,11,1973,251.2
14,11,1973,192.6
15,11,1973,190.2
16,11,1973,174.6
17,11,1973,152.7
18,11,1973,297.1
19,11,1973,265.6
20,11,1973,221.2
21,11,1973,202.5
22,11,1973,180
23,11,1973,171.6
24,11,1973,242.8
25,11,1973,182.3
26,11,1973,195.1
27,11,1973,174.6
28,11,1973,175.4
29,11,1973,147
30,11,1973,144.3
1,12,1973,126.9
2,12,1973,125.2
3,12,1973,169.3
4,12,1973,117.2
5,12,1973,100.7
6,12,1973,122.8
7,12,1973,108.7
8,12,1973,116.4
9,12,1973,131.9
10,12,1973,239.8
11,12,1973,190.2
12,12,1973,230.1
13,12,1973,241
14,12,1973,210.9
15,12,1973,187.8
16,12,1973,175.4
17,12,1973,142.5
18,12,1973,155.5
19,12,1973,182.3
20,12,1973,231.9
21,12,1973,225.6
22,12,1973,251.2
23,12,1973,281.5
24,12,1973,233.7
25,12,1973,216.9
26,12,1973,308.4
27,12,1973,343.5
28,12,1973,261.7
29,12,1973,267.6
30,12,1973,248.4
31,12,1973,205.8
1,1,1974,187.8
2,1,1974,186.3
3,1,1974,184.7
4,1,1974,226.9
5,1,1974,542.8
6,1,1974,451.7
7,1,1974,449.1
8,1,1974,394.2
9,1,1974,363.1
10,1,1974,368.9
11,1,1974,484.5
12,1,1974,913.7
13,1,1974,642.6
14,1,1974,516.7
15,1,1974,453.1
16,1,1974,393
17,1,1974,516.6
18,1,1974,1221
19,1,1974,1005
20,1,1974,574.6
21,1,1974,404.1
22,1,1974,378.4
23,1,1974,351.5
24,1,1974,333.4
25,1,1974,332.3
26,1,1974,621.8
27,1,1974,461.1
28,1,1974,531.2
29,1,1974,466.5
30,1,1974,1203
31,1,1974,828.8
1,2,1974,568.5
2,2,1974,565.5
3,2,1974,458.4
4,2,1974,374.9
5,2,1974,332.3
6,2,1974,296.8
7,2,1974,275.4
8,2,1974,253.1
9,2,1974,307.3
10,2,1974,567.1
11,2,1974,476
12,2,1974,344.6
13,2,1974,308.4
14,2,1974,301
15,2,1974,409.1
16,2,1974,446.4
17,2,1974,350.3
18,2,1974,313.7
19,2,1974,294.7
20,2,1974,277.4
21,2,1974,251.2
22,2,1974,240.1
23,2,1974,181.5
24,2,1974,210
25,2,1974,195.1
26,2,1974,200
27,2,1974,184.7
28,2,1974,174.6
1,3,1974,184.7
2,3,1974,170.8
3,3,1974,163.4
4,3,1974,172.3
5,3,1974,170.8
6,3,1974,173.1
7,3,1974,182.3
8,3,1974,183.1
9,3,1974,143.4
10,3,1974,135.4
11,3,1974,130.2
12,3,1974,123.6
13,3,1974,138.9
14,3,1974,142.5
15,3,1974,157.6
16,3,1974,168.6
17,3,1974,201.6
18,3,1974,201.6
19,3,1974,185.5
20,3,1974,204.1
21,3,1974,187.8
22,3,1974,260.8
23,3,1974,205.8
24,3,1974,190.2
25,3,1974,183.1
26,3,1974,182.3
27,3,1974,186.3
28,3,1974,173.1
29,3,1974,141.6
30,3,1974,116.4
31,3,1974,111
1,4,1974,114
2,4,1974,130.2
3,4,1974,127.7
4,4,1974,122.8
5,4,1974,115.6
6,4,1974,102.1
7,4,1974,87.84
8,4,1974,82.78
9,4,1974,77.33
10,4,1974,71.02
11,4,1974,69.91
12,4,1974,77.93
13,4,1974,89.14
14,4,1974,79.72
15,4,1974,70.47
16,4,1974,68.66
17,4,1974,66.13
18,4,1974,63.51
19,4,1974,56.57
20,4,1974,56.1
21,4,1974,51.51
22,4,1974,51.95
23,4,1974,52.86
24,4,1974,54.23
25,4,1974,52.86
26,4,1974,54.69
27,4,1974,51.06
28,4,1974,50.62
29,4,1974,52.86
30,4,1974,54.23
1,5,1974,75
2,5,1974,96.51
3,5,1974,71.02
4,5,1974,51.06
5,5,1974,49.74
6,5,1974,52.86
7,5,1974,51.95
8,5,1974,59.48
9,5,1974,48.45
10,5,1974,117.2
11,5,1974,135.4
12,5,1974,87.84
13,5,1974,156.9
14,5,1974,87.84
15,5,1974,79.12
16,5,1974,70.47
17,5,1974,67.73
18,5,1974,68.82
19,5,1974,79.12
20,5,1974,70.47
21,5,1974,69.91
22,5,1974,72.14
23,5,1974,70.47
24,5,1974,69.91
25,5,1974,62.49
26,5,1974,59.48
27,5,1974,57.05
28,5,1974,56.57
29,5,1974,58.99
30,5,1974,55.63
31,5,1974,54.69
1,6,1974,55.16
2,6,1974,58.99
3,6,1974,60.47
4,6,1974,60.97
5,6,1974,60.97
6,6,1974,67.19
7,6,1974,79.12
8,6,1974,75
9,6,1974,65.6
10,6,1974,63.51
11,6,1974,72.14
12,6,1974,80.33
13,6,1974,69.91
