Day,Month,Year,Flowrate
4,12,1985,449.5
5,12,1985,412.3
6,12,1985,372.9
7,12,1985,341.2
8,12,1985,304.9
9,12,1985,290.3
10,12,1985,248.4
11,12,1985,237.6
12,12,1985,443.5
13,12,1985,363.9
14,12,1985,294.8
15,12,1985,279.6
16,12,1985,267.8
17,12,1985,317.1
18,12,1985,305.6
19,12,1985,306.6
20,12,1985,459.6
21,12,1985,790.8
22,12,1985,540.3
23,12,1985,453.5
24,12,1985,418.7
25,12,1985,363
26,12,1985,316.8
27,12,1985,264.6
28,12,1985,240.1
29,12,1985,220.3
30,12,1985,194.5
31,12,1985,201.1
1,1,1986,206.8
2,1,1986,186.3
3,1,1986,151.5
4,1,1986,136
5,1,1986,132.8
6,1,1986,131.6
7,1,1986,122
8,1,1986,109.4
9,1,1986,115.4
10,1,1986,414.6
11,1,1986,367.2
12,1,1986,385.8
13,1,1986,539.2
14,1,1986,578.2
15,1,1986,473.6
16,1,1986,366.6
17,1,1986,318.6
18,1,1986,295
19,1,1986,273
20,1,1986,408.4
21,1,1986,436.2
22,1,1986,359.4
23,1,1986,347.2
24,1,1986,307.6
25,1,1986,265.9
26,1,1986,236.7
27,1,1986,242.1
28,1,1986,218.8
29,1,1986,210.5
30,1,1986,202.1
31,1,1986,192.8
1,2,1986,159.9
2,2,1986,151.6
3,2,1986,150.4
4,2,1986,145
5,2,1986,132.7
6,2,1986,131.9
7,2,1986,130.4
8,2,1986,120.2
9,2,1986,114.8
10,2,1986,111.2
11,2,1986,102.8
12,2,1986,103.7
13,2,1986,99.56
14,2,1986,98.77
15,2,1986,82.83
16,2,1986,82.36
17,2,1986,86.77
18,2,1986,92.29
19,2,1986,94.72
20,2,1986,94.29
21,2,1986,96.42
22,2,1986,80.06
23,2,1986,76.13
24,2,1986,82.2
25,2,1986,76.51
26,2,1986,71.46
27,2,1986,74.37
28,2,1986,73.52
1,3,1986,59.28
2,3,1986,53.1
3,3,1986,56.58
4,3,1986,155.3
5,3,1986,374
6,3,1986,291.8
7,3,1986,251.6
8,3,1986,256.7
9,3,1986,348
10,3,1986,325.4
11,3,1986,296.4
12,3,1986,297.9
13,3,1986,262.2
14,3,1986,289
15,3,1986,463.6
16,3,1986,573.5
17,3,1986,373.6
18,3,1986,327.6
19,3,1986,292.4
20,3,1986,347.2
21,3,1986,339.2
22,3,1986,613.8
23,3,1986,549.2
24,3,1986,431.2
25,3,1986,359.9
26,3,1986,322.5
27,3,1986,311
28,3,1986,274.5
29,3,1986,235.1
30,3,1986,199.9
31,3,1986,186.5
1,4,1986,176.8
2,4,1986,166.4
3,4,1986,159
4,4,1986,152.2
5,4,1986,149
6,4,1986,142.6
7,4,1986,137.3
8,4,1986,126.6
9,4,1986,123.9
10,4,1986,115.9
11,4,1986,107.7
12,4,1986,92.79
13,4,1986,95.14
14,4,1986,98.56
15,4,1986,121.1
16,4,1986,119.7
17,4,1986,100.3
18,4,1986,98.44
19,4,1986,91.71
20,4,1986,128.6
21,4,1986,125.4
22,4,1986,116.7
23,4,1986,108.3
24,4,1986,106
25,4,1986,108.4
26,4,1986,110.4
27,4,1986,110.8
28,4,1986,146
29,4,1986,138.7
30,4,1986,182.4
1,5,1986,298.5
2,5,1986,207.3
3,5,1986,209.1
4,5,1986,203.4
5,5,1986,209.1
6,5,1986,235.5
7,5,1986,295.4
8,5,1986,307.7
9,5,1986,267.1
10,5,1986,418.3
11,5,1986,424.6
12,5,1986,402.1
13,5,1986,462.6
14,5,1986,346.2
15,5,1986,296.7
16,5,1986,262.2
17,5,1986,287
18,5,1986,398.9
19,5,1986,318.2
20,5,1986,289.7
21,5,1986,349.8
22,5,1986,333.3
23,5,1986,331.1
24,5,1986,345.6
25,5,1986,365.2
26,5,1986,446.1
27,5,1986,540.5
28,5,1986,358.5
29,5,1986,292.5
30,5,1986,253.3
31,5,1986,199.4
1,6,1986,178.8
2,6,1986,163.4
3,6,1986,142.5
4,6,1986,130
5,6,1986,120.7
6,6,1986,110.3
7,6,1986,101.5
8,6,1986,94.36
9,6,1986,117.7
10,6,1986,192.6
11,6,1986,168
12,6,1986,124.7
13,6,1986,112.2
14,6,1986,103.7
15,6,1986,98.95
16,6,1986,88.85
17,6,1986,124.9
18,6,1986,150.6
19,6,1986,115.3
20,6,1986,92.32
21,6,1986,84.51
22,6,1986,77.85
23,6,1986,74.76
24,6,1986,71.64
25,6,1986,72.7
26,6,1986,67.79
27,6,1986,66.81
28,6,1986,66.95
29,6,1986,63.7
30,6,1986,60.71
1,7,1986,57.87
2,7,1986,56.42
3,7,1986,57.54
4,7,1986,55.42
5,7,1986,52.31
6,7,1986,50.85
7,7,1986,49.12
8,7,1986,47.38
9,7,1986,47.11
10,7,1986,47.26
11,7,1986,46.72
12,7,1986,46.37
13,7,1986,47.63
14,7,1986,48.16
15,7,1986,49.57
16,7,1986,49
17,7,1986,49.73
18,7,1986,48.65
19,7,1986,48.86
20,7,1986,49.07
21,7,1986,48.84
22,7,1986,49.62
23,7,1986,49.43
24,7,1986,49.36
25,7,1986,48.69
26,7,1986,50.19
27,7,1986,52.27
28,7,1986,57.82
29,7,1986,63.65
30,7,1986,64.43
31,7,1986,99.72
1,8,1986,78.91
2,8,1986,162.5
3,8,1986,129.2
4,8,1986,118.1
5,8,1986,115.4
6,8,1986,120.4
7,8,1986,151.2
8,8,1986,134.9
9,8,1986,121.2
10,8,1986,108.6
11,8,1986,103.8
12,8,1986,83.26
13,8,1986,82.73
14,8,1986,172.8
15,8,1986,136.8
16,8,1986,256.1
17,8,1986,177.8
18,8,1986,153.2
19,8,1986,151.4
20,8,1986,164.1
21,8,1986,160.6
22,8,1986,85.05
23,8,1986,83.37
24,8,1986,78.05
25,8,1986,74.82
26,8,1986,72.8
27,8,1986,74.65
28,8,1986,76.94
29,8,1986,94.42
30,8,1986,82.17
31,8,1986,81.57
1,9,1986,81.84
2,9,1986,77.42
3,9,1986,74.71
4,9,1986,70.78
5,9,1986,62.24
6,9,1986,54.78
7,9,1986,52.85
8,9,1986,55.78
9,9,1986,51.47
10,9,1986,49.24
11,9,1986,48.45
12,9,1986,47.86
13,9,1986,47.17
14,9,1986,45.99
15,9,1986,45.21
16,9,1986,44.99
17,9,1986,44.34
18,9,1986,44.29
19,9,1986,49.78
20,9,1986,47.26
21,9,1986,44.22
22,9,1986,42.88
23,9,1986,41.2
24,9,1986,40.92
25,9,1986,40.74
26,9,1986,43.01
27,9,1986,41.07
28,9,1986,41.22
29,9,1986,47.06
30,9,1986,49.21
1,10,1986,48.53
2,10,1986,50.24
3,10,1986,47.86
4,10,1986,45.75
5,10,1986,44.95
6,10,1986,45.26
7,10,1986,46.3
8,10,1986,47.43
9,10,1986,49.64
10,10,1986,50.62
11,10,1986,52.6
12,10,1986,49.68
13,10,1986,46.97
14,10,1986,45.15
15,10,1986,44.97
16,10,1986,44
17,10,1986,43.26
18,10,1986,43.21
19,10,1986,47.18
20,10,1986,50.66
21,10,1986,74.11
22,10,1986,107.8
23,10,1986,118
24,10,1986,176.9
25,10,1986,273.2
26,10,1986,178
27,10,1986,196.7
28,10,1986,181.6
29,10,1986,214.8
30,10,1986,490.1
31,10,1986,330.6
1,11,1986,250.6
2,11,1986,213.4
3,11,1986,219.9
4,11,1986,199.9
5,11,1986,217.9
6,11,1986,211.4
7,11,1986,221.2
8,11,1986,208.1
9,11,1986,450
10,11,1986,553.2
11,11,1986,389.1
12,11,1986,331.2
13,11,1986,330.9
14,11,1986,401.8
15,11,1986,393.1
16,11,1986,569.8
17,11,1986,426.7
18,11,1986,366.5
19,11,1986,325.3
20,11,1986,290.7
21,11,1986,236.4
22,11,1986,353
23,11,1986,413.9
24,11,1986,396.1
25,11,1986,524.1
26,11,1986,418.3
27,11,1986,401.6
28,11,1986,375.8
29,11,1986,323.2
30,11,1986,314.9
1,12,1986,339.1
2,12,1986,358.5
3,12,1986,598.4
4,12,1986,585
5,12,1986,749
6,12,1986,531.1
7,12,1986,712.7
8,12,1986,542.5
9,12,1986,470.2
10,12,1986,419
11,12,1986,707.7
12,12,1986,526.7
13,12,1986,610
14,12,1986,440.8
15,12,1986,393.6
16,12,1986,333.5
17,12,1986,339.1
18,12,1986,364.1
19,12,1986,316.9
20,12,1986,288.7
21,12,1986,260.9
22,12,1986,244.8
23,12,1986,218.6
24,12,1986,258.6
25,12,1986,387.9
26,12,1986,296.3
27,12,1986,260.9
28,12,1986,451.6
29,12,1986,474.4
30,12,1986,453.4
31,12,1986,423.5
1,1,1987,372.6
2,1,1987,350.7
3,1,1987,277.8
4,1,1987,379.8
5,1,1987,354.4
6,1,1987,294.8
7,1,1987,265.2
8,1,1987,229.6
9,1,1987,203.7
10,1,1987,167.5
11,1,1987,152.3
12,1,1987,165.6
13,1,1987,147.9
14,1,1987,148.8
15,1,1987,142.9
16,1,1987,138.3
17,1,1987,132.5
18,1,1987,127.5
19,1,1987,133.3
20,1,1987,178.4
21,1,1987,306
22,1,1987,336.6
23,1,1987,286.5
24,1,1987,229.1
25,1,1987,196.8
26,1,1987,192
27,1,1987,169.1
28,1,1987,158.6
29,1,1987,151.3
30,1,1987,144
31,1,1987,132.8
1,2,1987,115.5
2,2,1987,130.2
3,2,1987,139.7
4,2,1987,140.4
5,2,1987,219.3
6,2,1987,315.6
7,2,1987,230.6
8,2,1987,213.5
9,2,1987,215.7
10,2,1987,198.5
11,2,1987,164.7
12,2,1987,155.6
13,2,1987,154.5
14,2,1987,141
15,2,1987,135.9
16,2,1987,140.8
17,2,1987,152.8
18,2,1987,146.3
19,2,1987,105
20,2,1987,108.4
21,2,1987,103.7
22,2,1987,98.8
23,2,1987,105
24,2,1987,103.2
25,2,1987,102.7
26,2,1987,105.1
27,2,1987,115.5
28,2,1987,145.5
1,3,1987,237.7
2,3,1987,236.6
3,3,1987,195.4
4,3,1987,176.7
5,3,1987,173.8
6,3,1987,189.8
7,3,1987,173.1
8,3,1987,161.3
9,3,1987,158.1
10,3,1987,145.4
11,3,1987,123.8
12,3,1987,119.3
13,3,1987,117.2
14,3,1987,133.7
15,3,1987,137.1
16,3,1987,129.7
17,3,1987,192.1
18,3,1987,163.3
19,3,1987,154.1
20,3,1987,148.2
21,3,1987,139.8
22,3,1987,130.5
23,3,1987,129.6
24,3,1987,127.3
25,3,1987,145.6
26,3,1987,149.9
27,3,1987,350.2
28,3,1987,276.9
29,3,1987,228.1
30,3,1987,201
31,3,1987,268.2
1,4,1987,261.2
2,4,1987,213.5
3,4,1987,189.4
4,4,1987,180.2
5,4,1987,175.6
6,4,1987,157.7
7,4,1987,125
8,4,1987,136.8
9,4,1987,142.6
10,4,1987,172.6
11,4,1987,199.8
12,4,1987,172.4
13,4,1987,204.7
14,4,1987,199.7
15,4,1987,235.2
16,4,1987,173.8
17,4,1987,162.4
18,4,1987,149.1
19,4,1987,188.1
20,4,1987,174.1
21,4,1987,152.2
22,4,1987,135.6
23,4,1987,117
24,4,1987,108.7
25,4,1987,103.7
26,4,1987,98.9
27,4,1987,97.69
28,4,1987,96.59
29,4,1987,101.3
30,4,1987,100.3
1,5,1987,126.5
2,5,1987,120.9
3,5,1987,120.7
4,5,1987,121.6
5,5,1987,124.6
6,5,1987,100.3
7,5,1987,99.19
8,5,1987,94.55
9,5,1987,85.28
10,5,1987,78.93
11,5,1987,85.07
12,5,1987,98.48
13,5,1987,93.53
14,5,1987,97.18
15,5,1987,91.55
16,5,1987,82.91
17,5,1987,85.71
18,5,1987,89.61
19,5,1987,82.82
20,5,1987,79.34
21,5,1987,64.97
22,5,1987,63.06
23,5,1987,59.23
24,5,1987,54.34
25,5,1987,60.28
26,5,1987,50.56
27,5,1987,49.36
28,5,1987,48.41
29,5,1987,48.92
30,5,1987,56.09
31,5,1987,53.57
1,6,1987,52.69
2,6,1987,51.29
3,6,1987,51.06
4,6,1987,53.74
5,6,1987,53.24
6,6,1987,114.4
7,6,1987,108.7
8,6,1987,88.85
9,6,1987,79.21
10,6,1987,77.84
11,6,1987,88.19
12,6,1987,125.2
13,6,1987,100.7
14,6,1987,122
15,6,1987,121.7
16,6,1987,114.4
17,6,1987,96.55
18,6,1987,76.65
19,6,1987,70.43
20,6,1987,76.28
21,6,1987,73.5
22,6,1987,76.13
23,6,1987,76.78
24,6,1987,81.82
25,6,1987,75.07
26,6,1987,71.43
27,6,1987,75.82
28,6,1987,82.32
29,6,1987,69.51
30,6,1987,60.02
1,7,1987,57.7
2,7,1987,58.44
3,7,1987,55.52
4,7,1987,54
5,7,1987,51.7
6,7,1987,50.2
7,7,1987,48.97
8,7,1987,48.33
9,7,1987,46.78
10,7,1987,46.77
11,7,1987,63.08
12,7,1987,55.17
13,7,1987,50.87
14,7,1987,55.74
15,7,1987,81.32
16,7,1987,132.4
17,7,1987,104.2
18,7,1987,133.3
19,7,1987,136.3
20,7,1987,96.26
21,7,1987,75.79
22,7,1987,67.25
23,7,1987,63.95
24,7,1987,59.51
25,7,1987,55.28
26,7,1987,53.9
27,7,1987,55.96
28,7,1987,52.61
29,7,1987,53.05
30,7,1987,52.94
31,7,1987,52.18
1,8,1987,51.21
2,8,1987,49.7
3,8,1987,48.59
4,8,1987,47.15
5,8,1987,48.37
6,8,1987,46.29
7,8,1987,44.84
8,8,1987,44.07
9,8,1987,42.26
10,8,1987,42.29
11,8,1987,40.98
12,8,1987,42.29
13,8,1987,63.33
14,8,1987,53.08
15,8,1987,56.7
16,8,1987,122.3
17,8,1987,88.23
18,8,1987,80.29
19,8,1987,74.75
20,8,1987,214.1
21,8,1987,186.6
22,8,1987,147.9
23,8,1987,141.8
24,8,1987,107.9
25,8,1987,98.07
26,8,1987,95.73
27,8,1987,89.83
28,8,1987,86.64
29,8,1987,82.55
30,8,1987,75.34
31,8,1987,73.77
1,9,1987,81.33
2,9,1987,75.51
3,9,1987,74.65
4,9,1987,74.42
5,9,1987,131.1
6,9,1987,118.5
7,9,1987,110.8
8,9,1987,109.6
9,9,1987,122.3
10,9,1987,142
11,9,1987,144.9
12,9,1987,198.5
13,9,1987,228.5
14,9,1987,327.4
15,9,1987,259.6
16,9,1987,219.1
17,9,1987,193.1
18,9,1987,184.9
19,9,1987,173.1
20,9,1987,167.3
21,9,1987,215.2
22,9,1987,256.3
23,9,1987,252.1
24,9,1987,225.1
25,9,1987,195.1
26,9,1987,171.7
27,9,1987,159.5
28,9,1987,152.2
29,9,1987,140.3
30,9,1987,131.1
1,10,1987,129.4
2,10,1987,133.8
3,10,1987,128.6
4,10,1987,120.6
5,10,1987,131.9
6,10,1987,143.5
7,10,1987,211.4
8,10,1987,208.1
9,10,1987,172.2
10,10,1987,172.6
11,10,1987,152.2
12,10,1987,149.8
13,10,1987,144.8
14,10,1987,135.8
15,10,1987,135.8
16,10,1987,145
17,10,1987,157.4
18,10,1987,376.4
19,10,1987,287.1
20,10,1987,393.8
21,10,1987,523.5
22,10,1987,447
23,10,1987,323
24,10,1987,266.5
25,10,1987,225.7
26,10,1987,279.7
27,10,1987,311.8
28,10,1987,284.1
29,10,1987,238
30,10,1987,219.2
31,10,1987,188.7
1,11,1987,177.8
2,11,1987,176
3,11,1987,141
4,11,1987,134.8
5,11,1987,130.9
6,11,1987,126.3
7,11,1987,119.4
8,11,1987,115.1
9,11,1987,117
10,11,1987,140.5
11,11,1987,157.1
12,11,1987,158.5
13,11,1987,159.9
14,11,1987,161.4
15,11,1987,162.8
16,11,1987,201.2
17,11,1987,240.1
18,11,1987,245.9
19,11,1987,267
20,11,1987,238.9
21,11,1987,199.6
22,11,1987,180.2
23,11,1987,177.6
24,11,1987,161.4
25,11,1987,156.3
26,11,1987,157.1
27,11,1987,152.8
28,11,1987,124.8
29,11,1987,119.4
30,11,1987,122.8
1,12,1987,115.9
2,12,1987,130.6
3,12,1987,133.3
4,12,1987,127.5
5,12,1987,110
6,12,1987,94.76
7,12,1987,91.59
8,12,1987,86.65
9,12,1987,89.94
10,12,1987,84.33
11,12,1987,82.35
12,12,1987,68.85
13,12,1987,64.77
14,12,1987,66.64
15,12,1987,71.93
16,12,1987,93.19
17,12,1987,119.2
18,12,1987,124
19,12,1987,101.3
20,12,1987,122.2
21,12,1987,140.7
22,12,1987,149.8
23,12,1987,134.4
24,12,1987,135.8
25,12,1987,133.8
26,12,1987,198.3
27,12,1987,296.3
28,12,1987,336.3
29,12,1987,352.7
30,12,1987,424.2
31,12,1987,675.1
1,1,1988,583.1
2,1,1988,515.9
3,1,1988,432.6
4,1,1988,391.8
5,1,1988,341.4
6,1,1988,298.8
7,1,1988,250.1
8,1,1988,222.4
9,1,1988,369.2
10,1,1988,324.6
11,1,1988,282.9
12,1,1988,571.7
13,1,1988,614.4
14,1,1988,437.8
15,1,1988,387.8
16,1,1988,329.4
17,1,1988,292.2
18,1,1988,273.8
19,1,1988,403.3
20,1,1988,388.3
21,1,1988,325.5
22,1,1988,281.5
23,1,1988,247.9
24,1,1988,353.8
25,1,1988,344.2
26,1,1988,297.2
27,1,1988,265.3
28,1,1988,219.5
29,1,1988,179.9
30,1,1988,219.6
31,1,1988,204.3
1,2,1988,258.7
2,2,1988,311.6
3,2,1988,360
4,2,1988,316.1
5,2,1988,291.3
6,2,1988,241.8
7,2,1988,215.7
8,2,1988,215.3
9,2,1988,255.4
10,2,1988,277.5
11,2,1988,241.1
12,2,1988,228.3
13,2,1988,267.1
14,2,1988,310.7
15,2,1988,439.9
16,2,1988,340.5
17,2,1988,270.9
18,2,1988,342.7
19,2,1988,364.4
20,2,1988,332.3
21,2,1988,269.4
22,2,1988,248.7
23,2,1988,226.2
24,2,1988,206.3
25,2,1988,193.2
26,2,1988,175.1
27,2,1988,190.2
28,2,1988,190.3
29,2,1988,159.5
1,3,1988,135.9
2,3,1988,133
3,3,1988,137.4
4,3,1988,126.4
5,3,1988,116.9
6,3,1988,130.2
7,3,1988,118
8,3,1988,138.6
9,3,1988,138.4
10,3,1988,144.8
11,3,1988,162.4
12,3,1988,148.1
13,3,1988,127.4
14,3,1988,140.3
15,3,1988,216.9
16,3,1988,249.9
17,3,1988,148.4
18,3,1988,194.3
19,3,1988,270.2
20,3,1988,311.9
21,3,1988,291.6
22,3,1988,283.8
23,3,1988,391.2
24,3,1988,448.6
25,3,1988,577.7
26,3,1988,514
27,3,1988,429.1
28,3,1988,394
29,3,1988,335.5
30,3,1988,338.7
31,3,1988,296.6
1,4,1988,277.1
2,4,1988,258.7
3,4,1988,221.9
4,4,1988,225.3
5,4,1988,211.9
6,4,1988,180.2
7,4,1988,163.1
8,4,1988,165.1
9,4,1988,183.4
10,4,1988,159.9
11,4,1988,137.5
12,4,1988,136
13,4,1988,167
14,4,1988,152.1
15,4,1988,159.7
16,4,1988,203
17,4,1988,258.7
18,4,1988,374.2
19,4,1988,429.5
20,4,1988,255.7
21,4,1988,242.7
22,4,1988,233.2
23,4,1988,225.7
24,4,1988,171.2
25,4,1988,158.5
26,4,1988,169.1
27,4,1988,176
28,4,1988,162.1
29,4,1988,146.8
30,4,1988,141.6
1,5,1988,152
2,5,1988,159.9
3,5,1988,140.8
4,5,1988,139.8
5,5,1988,133
6,5,1988,126.8
7,5,1988,122.1
8,5,1988,103.7
9,5,1988,104
10,5,1988,98.42
11,5,1988,93.9
12,5,1988,95.4
13,5,1988,106.4
14,5,1988,98.64
15,5,1988,86.2
16,5,1988,96.8
17,5,1988,85.4
18,5,1988,80.8
19,5,1988,80.11
20,5,1988,77.39
21,5,1988,76.76
22,5,1988,74.73
23,5,1988,72.36
24,5,1988,80.53
25,5,1988,93.66
26,5,1988,75.21
27,5,1988,78.11
28,5,1988,70.06
29,5,1988,64.08
30,5,1988,71.05
31,5,1988,67.8
1,6,1988,65.24
2,6,1988,65.64
3,6,1988,64.41
4,6,1988,66.36
5,6,1988,61.17
6,6,1988,59.69
7,6,1988,59.43
8,6,1988,57.49
9,6,1988,54.08
10,6,1988,52.74
11,6,1988,53.1
12,6,1988,49.44
13,6,1988,47.68
14,6,1988,46.65
15,6,1988,45.95
16,6,1988,45.62
17,6,1988,47.48
18,6,1988,45.75
19,6,1988,43.72
20,6,1988,43.24
21,6,1988,44.37
22,6,1988,43.25
23,6,1988,40.41
24,6,1988,38.88
25,6,1988,39.03
26,6,1988,39.55
27,6,1988,38.97
28,6,1988,36.44
29,6,1988,35.53
30,6,1988,35.55
1,7,1988,36.63
2,7,1988,54.8
3,7,1988,52.13
4,7,1988,45.34
5,7,1988,69.93
6,7,1988,63.11
7,7,1988,60.45
8,7,1988,55.78
9,7,1988,55.02
10,7,1988,109.4
11,7,1988,110.7
12,7,1988,97.1
13,7,1988,158.8
14,7,1988,168.7
15,7,1988,130
16,7,1988,134.1
17,7,1988,169.3
18,7,1988,125
19,7,1988,110.7
20,7,1988,93.4
21,7,1988,89.33
22,7,1988,86.42
23,7,1988,91.15
24,7,1988,104.2
25,7,1988,314.7
26,7,1988,328.9
27,7,1988,252
28,7,1988,225.2
29,7,1988,232.1
30,7,1988,199.6
31,7,1988,192.4
1,8,1988,199.5
2,8,1988,177.7
3,8,1988,159.1
4,8,1988,132.4
5,8,1988,121.9
6,8,1988,106.3
7,8,1988,96.79
8,8,1988,93.94
9,8,1988,115.1
10,8,1988,115.4
11,8,1988,136
12,8,1988,170.2
13,8,1988,174.9
14,8,1988,277.9
15,8,1988,216.3
16,8,1988,173.3
17,8,1988,153.6
18,8,1988,270.4
19,8,1988,271.1
20,8,1988,293
21,8,1988,203
22,8,1988,167.4
23,8,1988,157
24,8,1988,151.1
25,8,1988,156.4
26,8,1988,146.2
27,8,1988,193.7
28,8,1988,154.3
29,8,1988,161
30,8,1988,193.4
31,8,1988,225.5
1,9,1988,493.7
2,9,1988,509.1
3,9,1988,421.3
4,9,1988,378.9
5,9,1988,399.4
6,9,1988,386.8
7,9,1988,381.4
8,9,1988,394.3
9,9,1988,308.4
10,9,1988,274
11,9,1988,244.8
12,9,1988,251.3
13,9,1988,235.3
14,9,1988,204
15,9,1988,189.3
16,9,1988,174.5
17,9,1988,163
18,9,1988,143.2
19,9,1988,150.2
20,9,1988,146.8
21,9,1988,136.8
22,9,1988,135.9
23,9,1988,149.4
24,9,1988,129.3
25,9,1988,123.5
26,9,1988,139.8
27,9,1988,152.7
28,9,1988,202.9
29,9,1988,200
30,9,1988,188.7
1,10,1988,169.4
2,10,1988,185.7
3,10,1988,262.5
4,10,1988,284.3
5,10,1988,288.3
6,10,1988,277.1
7,10,1988,370.1
8,10,1988,442.9
9,10,1988,567.7
10,10,1988,419.7
11,10,1988,345.7
12,10,1988,358.6
13,10,1988,377.8
14,10,1988,309.6
15,10,1988,261.8
16,10,1988,240.8
17,10,1988,228
18,10,1988,244.7
19,10,1988,852.4
20,10,1988,703.8
21,10,1988,488.7
22,10,1988,401.9
23,10,1988,330.4
24,10,1988,312.7
25,10,1988,348.6
26,10,1988,739.9
27,10,1988,454.8
28,10,1988,398.7
29,10,1988,345.1
30,10,1988,302.6
31,10,1988,260.8
1,11,1988,194.1
2,11,1988,183.2
3,11,1988,161.6
4,11,1988,151.5
5,11,1988,135.2
6,11,1988,127.2
7,11,1988,124.2
8,11,1988,134.3
9,11,1988,167
10,11,1988,215.6
11,11,1988,222.9
12,11,1988,227.4
13,11,1988,225.3
14,11,1988,182.2
15,11,1988,171.6
16,11,1988,180.9
17,11,1988,193.2
18,11,1988,191.9
19,11,1988,155.3
20,11,1988,151.3
21,11,1988,148.4
22,11,1988,136.9
23,11,1988,124
24,11,1988,115.2
25,11,1988,108.7
26,11,1988,96.68
27,11,1988,93.31
28,11,1988,121.4
29,11,1988,134.1
30,11,1988,314.7
1,12,1988,240.1
2,12,1988,181
3,12,1988,151.5
4,12,1988,238.5
5,12,1988,199
6,12,1988,186.4
7,12,1988,191.1
8,12,1988,262.8
9,12,1988,237.4
10,12,1988,198
11,12,1988,177
12,12,1988,156.2
13,12,1988,147
14,12,1988,138.7
15,12,1988,130.4
16,12,1988,122.4
17,12,1988,101.8
18,12,1988,131
19,12,1988,144.1
20,12,1988,148
21,12,1988,167.2
22,12,1988,178.1
23,12,1988,209.4
24,12,1988,188.6
25,12,1988,213.9
26,12,1988,308.2
27,12,1988,310.2
28,12,1988,278.4
29,12,1988,290.7
30,12,1988,287.3
31,12,1988,251.8
1,1,1989,199
2,1,1989,185.3
3,1,1989,168.6
4,1,1989,250.9
5,1,1989,235.6
6,1,1989,230.6
7,1,1989,175.2
8,1,1989,165
9,1,1989,210.7
10,1,1989,160.2
11,1,1989,338.6
12,1,1989,344.4
13,1,1989,508.4
14,1,1989,561.4
15,1,1989,844.8
16,1,1989,578.1
17,1,1989,431.7
18,1,1989,360.1
19,1,1989,322.3
20,1,1989,318.6
21,1,1989,360.1
22,1,1989,259.2
23,1,1989,317.5
24,1,1989,297.9
25,1,1989,283.8
26,1,1989,267.1
27,1,1989,383.3
28,1,1989,422.5
29,1,1989,376.6
30,1,1989,315.2
31,1,1989,296
1,2,1989,270.4
2,2,1989,250.6
3,2,1989,265.8
4,2,1989,344.8
5,2,1989,395.3
6,2,1989,737.6
7,2,1989,1011
8,2,1989,621.4
9,2,1989,449.5
10,2,1989,376.4
11,2,1989,350.9
12,2,1989,326.1
13,2,1989,410.1
14,2,1989,448.5
15,2,1989,619.3
16,2,1989,392.9
17,2,1989,337.2
18,2,1989,451.5
19,2,1989,401.9
20,2,1989,346.1
21,2,1989,332.2
22,2,1989,386.8
23,2,1989,330.7
24,2,1989,312.9
25,2,1989,336.8
26,2,1989,286.6
27,2,1989,275.6
28,2,1989,273.7
1,3,1989,303.6
2,3,1989,293.1
3,3,1989,358.6
4,3,1989,350.2
5,3,1989,424.1
6,3,1989,659.8
7,3,1989,495.3
8,3,1989,411.5
9,3,1989,574.1
10,3,1989,550.6
11,3,1989,417.6
12,3,1989,478.2
13,3,1989,486.2
14,3,1989,405.3
15,3,1989,351.3
16,3,1989,314.6
17,3,1989,275.3
18,3,1989,294.1
19,3,1989,409.6
20,3,1989,380.9
21,3,1989,310.8
22,3,1989,303.5
23,3,1989,335.1
24,3,1989,447.5
25,3,1989,400.8
26,3,1989,409
27,3,1989,524.4
28,3,1989,465.7
29,3,1989,389.3
30,3,1989,494.4
31,3,1989,398.1
1,4,1989,339.6
2,4,1989,304.8
3,4,1989,262.7
4,4,1989,254.5
5,4,1989,215.7
6,4,1989,208
7,4,1989,206.1
8,4,1989,196.4
9,4,1989,189.5
10,4,1989,189.3
11,4,1989,223.3
12,4,1989,261.3
13,4,1989,228.7
14,4,1989,232.3
15,4,1989,191.6
16,4,1989,153.3
17,4,1989,160
18,4,1989,154.8
19,4,1989,149.5
20,4,1989,137.6
21,4,1989,124.8
22,4,1989,109.5
23,4,1989,100.7
24,4,1989,109.2
25,4,1989,99.1
26,4,1989,100.9
27,4,1989,97.59
28,4,1989,95.87
29,4,1989,86.11
30,4,1989,89.02
1,5,1989,109.7
2,5,1989,86.47
3,5,1989,82.93
4,5,1989,81.88
5,5,1989,74.66
6,5,1989,79.85
7,5,1989,84.31
8,5,1989,82.97
9,5,1989,79.07
10,5,1989,74.59
11,5,1989,77.5
12,5,1989,83.1
13,5,1989,83.42
14,5,1989,76.89
15,5,1989,87.74
16,5,1989,91.74
17,5,1989,85.64
18,5,1989,85.02
19,5,1989,81.29
20,5,1989,68.74
21,5,1989,64.34
22,5,1989,65.1
23,5,1989,64.11
24,5,1989,75.08
25,5,1989,113.4
26,5,1989,100.3
27,5,1989,81.8
28,5,1989,80.82
29,5,1989,75.9
30,5,1989,61.67
31,5,1989,60.17
1,6,1989,60.75
2,6,1989,70.28
3,6,1989,57.91
4,6,1989,56.28
5,6,1989,55.52
6,6,1989,57.2
7,6,1989,51.65
8,6,1989,49.68
9,6,1989,46.14
10,6,1989,45.66
11,6,1989,47.28
12,6,1989,47.64
